# Freq(THz)	Branch_1	Branch_2	Branch_3	Total
1.9365	0.441639	0.482797	0.074754	0.999190
1.9400	0.440670	0.483560	0.076407	1.000636
1.9435	0.439711	0.484278	0.077952	1.001941
1.9470	0.438759	0.484958	0.079366	1.003083
1.9505	0.437811	0.485603	0.080629	1.004042
1.9540	0.436860	0.486222	0.081721	1.004803
1.9575	0.435903	0.486822	0.082628	1.005354
1.9610	0.434934	0.487415	0.083338	1.005687
1.9645	0.433949	0.488009	0.083841	1.005799
1.9680	0.432944	0.488615	0.084131	1.005691
1.9715	0.431916	0.489243	0.084209	1.005368
1.9750	0.430861	0.489903	0.084075	1.004839
1.9785	0.429779	0.490601	0.083737	1.004117
1.9820	0.428669	0.491346	0.083202	1.003218
1.9855	0.427532	0.492141	0.082486	1.002159
1.9890	0.426370	0.492989	0.081603	1.000962
1.9925	0.425185	0.493891	0.080572	0.999649
1.9960	0.423981	0.494845	0.079416	0.998242
1.9995	0.422762	0.495848	0.078158	0.996767
2.0030	0.421532	0.496892	0.076822	0.995246
2.0065	0.420296	0.497970	0.075437	0.993702
2.0100	0.419059	0.499072	0.074028	0.992159
2.0135	0.417825	0.500188	0.072624	0.990637
2.0170	0.416598	0.501306	0.071253	0.989156
2.0205	0.415381	0.502414	0.069940	0.987735
2.0240	0.414176	0.503500	0.068713	0.986389
2.0275	0.412984	0.504554	0.067596	0.985134
2.0310	0.411807	0.505566	0.066612	0.983984
2.0345	0.410642	0.506527	0.065781	0.982950
2.0380	0.409489	0.507431	0.065124	0.982043
2.0415	0.408344	0.508274	0.064655	0.981273
2.0450	0.407204	0.509054	0.064388	0.980646
2.0485	0.406066	0.509773	0.064333	0.980172
2.0520	0.404925	0.510433	0.064497	0.979855
2.0555	0.403776	0.511041	0.064883	0.979700
2.0590	0.402615	0.511605	0.065492	0.979712
2.0625	0.401438	0.512135	0.066321	0.979893
2.0660	0.400241	0.512641	0.067362	0.980243
2.0695	0.399022	0.513136	0.068605	0.980763
2.0730	0.397779	0.513634	0.070036	0.981449
2.0765	0.396510	0.514147	0.071639	0.982296
2.0800	0.395215	0.514686	0.073394	0.983296
2.0835	0.393896	0.515265	0.075277	0.984438
2.0870	0.392553	0.515890	0.077264	0.985708
2.0905	0.391191	0.516571	0.079327	0.987089
2.0940	0.389811	0.517313	0.081436	0.988561
2.0975	0.388418	0.518118	0.083563	0.990099
2.1011	0.387016	0.518986	0.085675	0.991676
2.1046	0.385608	0.519915	0.087741	0.993264
2.1081	0.384199	0.520899	0.089731	0.994829
2.1116	0.382793	0.521931	0.091614	0.996338
2.1151	0.381393	0.523001	0.093362	0.997757
2.1186	0.380001	0.524098	0.094950	0.999049
2.1221	0.378619	0.525210	0.096353	1.000181
2.1256	0.377247	0.526324	0.097550	1.001121
2.1291	0.375886	0.527426	0.098525	1.001836
2.1326	0.374534	0.528503	0.099264	1.002301
2.1361	0.373189	0.529545	0.099759	1.002494
2.1396	0.371850	0.530541	0.100004	1.002395
2.1431	0.370513	0.531482	0.099999	1.001994
2.1466	0.369173	0.532363	0.099749	1.001285
2.1501	0.367828	0.533179	0.099262	1.000269
2.1536	0.366474	0.533930	0.098551	0.998954
2.1571	0.365106	0.534617	0.097632	0.997355
2.1606	0.363722	0.535243	0.096527	0.995492
2.1641	0.362319	0.535817	0.095258	0.993394
2.1676	0.360894	0.536345	0.093854	0.991092
2.1711	0.359447	0.536838	0.092341	0.988626
2.1746	0.357976	0.537309	0.090752	0.986037
2.1781	0.356483	0.537768	0.089118	0.983369
2.1816	0.354968	0.538228	0.087472	0.980669
2.1851	0.353433	0.538702	0.085848	0.977983
2.1886	0.351881	0.539202	0.084277	0.975360
2.1921	0.350314	0.539737	0.082791	0.972842
2.1956	0.348736	0.540316	0.081422	0.970473
2.1991	0.347151	0.540945	0.080196	0.968292
2.2026	0.345561	0.541630	0.079141	0.966331
2.2061	0.343970	0.542371	0.078280	0.964621
2.2096	0.342381	0.543169	0.077634	0.963183
2.2131	0.340795	0.544020	0.077219	0.962034
2.2166	0.339216	0.544919	0.077049	0.961184
2.2201	0.337643	0.545860	0.077134	0.960637
2.2236	0.336077	0.546832	0.077479	0.960389
2.2271	0.334518	0.547827	0.078086	0.960430
2.2306	0.332963	0.548832	0.078951	0.960746
2.2341	0.331412	0.549835	0.080068	0.961315
2.2376	0.329861	0.550827	0.081425	0.962113
2.2411	0.328308	0.551795	0.083008	0.963111
2.2446	0.326750	0.552729	0.084796	0.964276
2.2481	0.325184	0.553621	0.086767	0.965572
2.2516	0.323606	0.554465	0.088895	0.966965
2.2551	0.322014	0.555254	0.091149	0.968417
2.2586	0.320406	0.555987	0.093499	0.969891
2.2621	0.318778	0.556663	0.095910	0.971350
2.2656	0.317131	0.557283	0.098346	0.972760
2.2691	0.315462	0.557852	0.100772	0.974086
2.2726	0.313773	0.558375	0.103151	0.975299
2.2761	0.312064	0.558861	0.105446	0.976371
2.2796	0.310336	0.559317	0.107622	0.977275
2.2831	0.308591	0.559753	0.109647	0.977991
2.2866	0.306830	0.560181	0.111488	0.978500
2.2901	0.305058	0.560610	0.113118	0.978786
2.2936	0.303276	0.561051	0.114513	0.978839
2.2971	0.301487	0.561512	0.115652	0.978650
2.3007	0.299694	0.562002	0.116519	0.978214
2.3042	0.297899	0.562527	0.117103	0.977529
2.3077	0.296104	0.563092	0.117399	0.976595
2.3112	0.294311	0.563700	0.117406	0.975417
2.3147	0.292520	0.564352	0.117129	0.974002
2.3182	0.290733	0.565047	0.116577	0.972357
2.3217	0.288948	0.565780	0.115766	0.970494
2.3252	0.287165	0.566548	0.114714	0.968428
2.3287	0.285383	0.567343	0.113447	0.966173
2.3322	0.283600	0.568157	0.111990	0.963747
2.3357	0.281813	0.568982	0.110377	0.961172
2.3392	0.280021	0.569807	0.108640	0.958468
2.3427	0.278220	0.570624	0.106817	0.955660
2.3462	0.276408	0.571422	0.104944	0.952774
2.3497	0.274583	0.572194	0.103060	0.949837
2.3532	0.272742	0.572931	0.101204	0.946878
2.3567	0.270885	0.573629	0.099414	0.943928
2.3602	0.269009	0.574281	0.097728	0.941017
2.3637	0.267113	0.574885	0.096181	0.938179
2.3672	0.265199	0.575441	0.094805	0.935445
2.3707	0.263265	0.575950	0.093632	0.932846
2.3742	0.261312	0.576414	0.092688	0.930414
2.3777	0.259343	0.576838	0.091997	0.928178
2.3812	0.257359	0.577228	0.091577	0.926163
2.3847	0.255361	0.577590	0.091444	0.924395
2.3882	0.253351	0.577934	0.091607	0.922892
2.3917	0.251333	0.578266	0.092072	0.921671
2.3952	0.249308	0.578596	0.092838	0.920742
2.3987	0.247278	0.578931	0.093900	0.920109
2.4022	0.245244	0.579278	0.095249	0.919772
2.4057	0.243209	0.579644	0.096869	0.919722
2.4092	0.241173	0.580033	0.098741	0.919947
2.4127	0.239136	0.580448	0.100840	0.920424
2.4162	0.237098	0.580891	0.103137	0.921127
2.4197	0.235058	0.581362	0.105601	0.922022
2.4232	0.233017	0.581859	0.108196	0.923072
2.4267	0.230971	0.582377	0.110884	0.924232
2.4302	0.228920	0.582914	0.113623	0.925457
2.4337	0.226861	0.583462	0.116373	0.926696
2.4372	0.224792	0.584014	0.119092	0.927898
2.4407	0.222711	0.584564	0.121736	0.929011
2.4442	0.220617	0.585104	0.124264	0.929986
2.4477	0.218507	0.585627	0.126638	0.930772
2.4512	0.216380	0.586125	0.128820	0.931325
2.4547	0.214235	0.586593	0.130775	0.931604
2.4582	0.212072	0.587027	0.132474	0.931572
2.4617	0.209890	0.587421	0.133892	0.931202
2.4652	0.207690	0.587774	0.135007	0.930471
2.4687	0.205472	0.588086	0.135805	0.929363
2.4722	0.203238	0.588356	0.136278	0.927872
2.4757	0.200989	0.588588	0.136421	0.925997
2.4792	0.198727	0.588783	0.136238	0.923748
2.4827	0.196454	0.588947	0.135738	0.921139
2.4862	0.194172	0.589084	0.134936	0.918192
2.4897	0.191884	0.589199	0.133852	0.914936
2.4932	0.189591	0.589299	0.132513	0.911403
2.4967	0.187294	0.589388	0.130950	0.907632
2.5003	0.184996	0.589471	0.129196	0.903663
2.5038	0.182698	0.589553	0.127290	0.899541
2.5073	0.180399	0.589637	0.125274	0.895311
2.5108	0.178102	0.589726	0.123190	0.891018
2.5143	0.175807	0.589820	0.121082	0.886709
2.5178	0.173512	0.589919	0.118997	0.882428
2.5213	0.171218	0.590023	0.116976	0.878218
2.5248	0.168926	0.590128	0.115065	0.874119
2.5283	0.166634	0.590232	0.113305	0.870170
2.5318	0.164341	0.590330	0.111734	0.866405
2.5353	0.162049	0.590417	0.110388	0.862854
2.5388	0.159757	0.590488	0.109298	0.859543
2.5423	0.157465	0.590539	0.108492	0.856496
2.5458	0.155174	0.590562	0.107993	0.853729
2.5493	0.152885	0.590554	0.107817	0.851256
2.5528	0.150599	0.590510	0.107977	0.849086
2.5563	0.148318	0.590426	0.108478	0.847222
2.5598	0.146045	0.590298	0.109320	0.845663
2.5633	0.143781	0.590125	0.110497	0.844404
2.5668	0.141530	0.589905	0.111998	0.843433
2.5703	0.139293	0.589637	0.113804	0.842734
2.5738	0.137075	0.589321	0.115892	0.842289
2.5773	0.134877	0.588958	0.118234	0.842070
2.5808	0.132703	0.588548	0.120797	0.842049
2.5843	0.130555	0.588094	0.123543	0.842192
2.5878	0.128435	0.587595	0.126430	0.842461
2.5913	0.126345	0.587054	0.129416	0.842815
2.5948	0.124287	0.586471	0.132453	0.843210
2.5983	0.122260	0.585847	0.135493	0.843600
2.6018	0.120267	0.585181	0.138489	0.843937
2.6053	0.118306	0.584473	0.141394	0.844173
2.6088	0.116378	0.583720	0.144159	0.844258
2.6123	0.114482	0.582921	0.146742	0.844144
2.6158	0.112616	0.582070	0.149101	0.843787
2.6193	0.110780	0.581164	0.151200	0.843143
2.6228	0.108972	0.580197	0.153005	0.842173
2.6263	0.107190	0.579164	0.154489	0.840842
2.6298	0.105433	0.578056	0.155632	0.839121
2.6333	0.103700	0.576867	0.156418	0.836985
2.6368	0.101990	0.575590	0.156840	0.834419
2.6403	0.100300	0.574216	0.156897	0.831412
2.6438	0.098631	0.572737	0.156593	0.827961
2.6473	0.096982	0.571145	0.155944	0.824071
2.6508	0.095353	0.569433	0.154966	0.819753
2.6543	0.093743	0.567594	0.153687	0.815024
2.6578	0.092153	0.565619	0.152137	0.809910
2.6613	0.090583	0.563504	0.150354	0.804441
2.6648	0.089033	0.561241	0.148378	0.798652
2.6683	0.087504	0.558826	0.146253	0.792584
2.6718	0.085997	0.556254	0.144028	0.786279
2.6753	0.084511	0.553521	0.141752	0.779784
2.6788	0.083048	0.550624	0.139474	0.773146
2.6823	0.081606	0.547559	0.137247	0.766412
2.6858	0.080188	0.544326	0.135118	0.759631
2.6893	0.078791	0.540922	0.133136	0.752849
2.6928	0.077416	0.537346	0.131347	0.746109
2.6963	0.076061	0.533600	0.129791	0.739452
2.6998	0.074727	0.529682	0.128506	0.732916
2.7034	0.073412	0.525595	0.127526	0.726533
2.7069	0.072115	0.521341	0.126876	0.720332
2.7104	0.070835	0.516921	0.126579	0.714335
2.7139	0.069571	0.512340	0.126648	0.708558
2.7174	0.068320	0.507600	0.127093	0.703014
2.7209	0.067084	0.502708	0.127915	0.697707
2.7244	0.065859	0.497668	0.129108	0.692635
2.7279	0.064646	0.492487	0.130661	0.687793
2.7314	0.063443	0.487171	0.132553	0.683167
2.7349	0.062252	0.481728	0.134760	0.678740
2.7384	0.061070	0.476166	0.137251	0.674487
2.7419	0.059899	0.470495	0.139988	0.670382
2.7454	0.058739	0.464723	0.142931	0.666393
2.7489	0.057590	0.458860	0.146033	0.662483
2.7524	0.056453	0.452915	0.149246	0.658614
2.7559	0.055328	0.446900	0.152519	0.654746
2.7594	0.054216	0.440823	0.155797	0.650836
2.7629	0.053118	0.434695	0.159030	0.646843
2.7664	0.052035	0.428526	0.162163	0.642724
2.7699	0.050967	0.422325	0.165145	0.638437
2.7734	0.049915	0.416101	0.167929	0.633945
2.7769	0.048878	0.409863	0.170469	0.629210
2.7804	0.047857	0.403618	0.172725	0.624200
2.7839	0.046852	0.397374	0.174661	0.618887
2.7874	0.045862	0.391137	0.176250	0.613249
2.7909	0.044887	0.384912	0.177468	0.607268
2.7944	0.043927	0.378705	0.178301	0.600933
2.7979	0.042980	0.372520	0.178741	0.594242
2.8014	0.042046	0.366361	0.178787	0.587195
2.8049	0.041125	0.360231	0.178449	0.579804
2.8084	0.040214	0.354131	0.177740	0.572086
2.8119	0.039314	0.348065	0.176684	0.564064
2.8154	0.038424	0.342034	0.175311	0.555769
2.8189	0.037544	0.336038	0.173655	0.547237
2.8224	0.036672	0.330080	0.171758	0.538511
2.8259	0.035809	0.324161	0.169667	0.529637
2.8294	0.034955	0.318281	0.167430	0.520665
2.8329	0.034109	0.312441	0.165101	0.511651
2.8364	0.033273	0.306642	0.162734	0.502649
2.8399	0.032446	0.300886	0.160384	0.493716
2.8434	0.031630	0.295174	0.158106	0.484909
2.8469	0.030824	0.289506	0.155954	0.476284
2.8504	0.030029	0.283886	0.153979	0.467893
2.8539	0.029246	0.278313	0.152228	0.459787
2.8574	0.028475	0.272791	0.150746	0.452012
2.8609	0.027718	0.267320	0.149571	0.444608
2.8644	0.026973	0.261902	0.148735	0.437610
2.8679	0.026243	0.256541	0.148264	0.431047
2.8714	0.025526	0.251236	0.148178	0.424940
2.8749	0.024823	0.245991	0.148489	0.419302
2.8784	0.024133	0.240807	0.149200	0.414140
2.8819	0.023457	0.235685	0.150309	0.409451
2.8854	0.022793	0.230628	0.151805	0.405227
2.8889	0.022142	0.225637	0.153669	0.401449
2.8924	0.021504	0.220713	0.155876	0.398092
2.8959	0.020876	0.215856	0.158394	0.395126
2.8994	0.020259	0.211069	0.161183	0.392512
2.9030	0.019653	0.206352	0.164201	0.390206
2.9065	0.019056	0.201706	0.167399	0.388161
2.9100	0.018468	0.197130	0.170726	0.386324
2.9135	0.017889	0.192626	0.174126	0.384641
2.9170	0.017319	0.188193	0.177543	0.383055
2.9205	0.016757	0.183830	0.180921	0.381508
2.9240	0.016204	0.179538	0.184203	0.379945
2.9275	0.015659	0.175317	0.187335	0.378311
2.9310	0.015123	0.171164	0.190266	0.376552
2.9345	0.014595	0.167080	0.192947	0.374622
2.9380	0.014076	0.163063	0.195337	0.372476
2.9415	0.013567	0.159112	0.197398	0.370077
2.9450	0.013067	0.155226	0.199099	0.367393
2.9485	0.012577	0.151404	0.200418	0.364399
2.9520	0.012097	0.147643	0.201339	0.361079
2.9555	0.011627	0.143942	0.201854	0.357423
2.9590	0.011167	0.140300	0.201964	0.353431
2.9625	0.010718	0.136714	0.201678	0.349110
2.9660	0.010278	0.133183	0.201013	0.344474
2.9695	0.009849	0.129705	0.199993	0.339547
2.9730	0.009430	0.126278	0.198651	0.334359
2.9765	0.009020	0.122902	0.197024	0.328945
2.9800	0.008620	0.119573	0.195156	0.323349
2.9835	0.008229	0.116291	0.193097	0.317616
2.9870	0.007846	0.113053	0.190900	0.311799
2.9905	0.007471	0.109860	0.188619	0.305950
2.9940	0.007105	0.106708	0.186312	0.300125
2.9975	0.006747	0.103598	0.184037	0.294382
3.0010	0.006396	0.100528	0.181851	0.288775
3.0045	0.006052	0.097498	0.179809	0.283359
3.0080	0.005716	0.094506	0.177962	0.278184
3.0115	0.005388	0.091551	0.176361	0.273300
3.0150	0.005067	0.088634	0.175047	0.268749
3.0185	0.004754	0.085754	0.174058	0.264567
3.0220	0.004450	0.082911	0.173426	0.260787
3.0255	0.004154	0.080104	0.173173	0.257431
3.0290	0.003866	0.077334	0.173317	0.254517
3.0325	0.003589	0.074600	0.173864	0.252053
3.0360	0.003321	0.071902	0.174816	0.250039
3.0395	0.003063	0.069242	0.176163	0.248468
3.0430	0.002816	0.066619	0.177891	0.247326
3.0465	0.002580	0.064034	0.179974	0.246588
3.0500	0.002356	0.061487	0.182382	0.246225
3.0535	0.002143	0.058980	0.185077	0.246200
3.0570	0.001943	0.056513	0.188016	0.246472
3.0605	0.001754	0.054086	0.191151	0.246992
3.0640	0.001578	0.051702	0.194430	0.247710
3.0675	0.001414	0.049361	0.197797	0.248572
3.0710	0.001262	0.047065	0.201195	0.249521
3.0745	0.001121	0.044813	0.204567	0.250502
3.0780	0.000992	0.042609	0.207856	0.251458
3.0815	0.000875	0.040454	0.211007	0.252336
3.0850	0.000768	0.038348	0.213968	0.253084
3.0885	0.000671	0.036293	0.216691	0.253655
3.0920	0.000584	0.034291	0.219133	0.254008
3.0955	0.000506	0.032344	0.221256	0.254106
3.0990	0.000436	0.030452	0.223031	0.253920
3.1026	0.000375	0.028618	0.224434	0.253426
3.1061	0.000320	0.026842	0.225450	0.252612
3.1096	0.000273	0.025126	0.226072	0.251471
3.1131	0.000231	0.023471	0.226302	0.250004
3.1166	0.000195	0.021878	0.226149	0.248221
3.1201	0.000164	0.020348	0.225630	0.246141
3.1236	0.000137	0.018882	0.224771	0.243789
3.1271	0.000114	0.017480	0.223604	0.241198
3.1306	0.000094	0.016144	0.222167	0.238405
3.1341	0.000078	0.014872	0.220506	0.235456
3.1376	0.000064	0.013666	0.218670	0.232399
3.1411	0.000052	0.012525	0.216709	0.229286
3.1446	0.000042	0.011448	0.214681	0.226171
3.1481	0.000034	0.010434	0.212640	0.223109
3.1516	0.000028	0.009484	0.210643	0.220155
3.1551	0.000022	0.008595	0.208746	0.217363
3.1586	0.000018	0.007766	0.207001	0.214785
3.1621	0.000014	0.006996	0.205458	0.212468
3.1656	0.000011	0.006283	0.204162	0.210456
3.1691	0.000009	0.005625	0.203152	0.208785
3.1726	0.000007	0.005019	0.202462	0.207488
3.1761	0.000005	0.004465	0.202118	0.206588
3.1796	0.000004	0.003958	0.202141	0.206102
3.1831	0.000003	0.003497	0.202540	0.206040
3.1866	0.000002	0.003079	0.203319	0.206400
3.1901	0.000002	0.002701	0.204474	0.207177
3.1936	0.000001	0.002361	0.205992	0.208355
3.1971	0.000001	0.002057	0.207852	0.209910
3.2006	0.000001	0.001785	0.210027	0.211813
3.2041	0.000001	0.001544	0.212482	0.214026
3.2076	0.000000	0.001330	0.215178	0.216508
3.2111	0.000000	0.001141	0.218069	0.219211
3.2146	0.000000	0.000976	0.221107	0.222083
3.2181	0.000000	0.000831	0.224240	0.225071
3.2216	0.000000	0.000705	0.227415	0.228120
3.2251	0.000000	0.000596	0.230577	0.231173
3.2286	0.000000	0.000501	0.233674	0.234175
3.2321	0.000000	0.000420	0.236654	0.237074
3.2356	0.000000	0.000351	0.239467	0.239818
3.2391	0.000000	0.000292	0.242071	0.242362
3.2426	0.000000	0.000241	0.244423	0.244665
3.2461	0.000000	0.000199	0.246492	0.246691
3.2496	0.000000	0.000163	0.248249	0.248412
3.2531	0.000000	0.000134	0.249673	0.249806
3.2566	0.000000	0.000109	0.250752	0.250861
3.2601	0.000000	0.000088	0.251480	0.251568
3.2636	0.000000	0.000071	0.251860	0.251932
3.2671	0.000000	0.000057	0.251903	0.251960
3.2706	0.000000	0.000046	0.251624	0.251670
3.2741	0.000000	0.000036	0.251050	0.251086
3.2776	0.000000	0.000029	0.250210	0.250239
3.2811	0.000000	0.000023	0.249141	0.249164
3.2846	0.000000	0.000018	0.247885	0.247903
3.2881	0.000000	0.000014	0.246487	0.246501
3.2916	0.000000	0.000011	0.244993	0.245004
3.2951	0.000000	0.000008	0.243455	0.243464
3.2986	0.000000	0.000007	0.241922	0.241929
3.3022	0.000000	0.000005	0.240444	0.240449
3.3057	0.000000	0.000004	0.239068	0.239072
3.3092	0.000000	0.000003	0.237841	0.237844
3.3127	0.000000	0.000002	0.236804	0.236806
3.3162	0.000000	0.000002	0.235994	0.235995
3.3197	0.000000	0.000001	0.235442	0.235443
3.3232	0.000000	0.000001	0.235175	0.235176
3.3267	0.000000	0.000001	0.235212	0.235212
3.3302	0.000000	0.000001	0.235564	0.235564
3.3337	0.000000	0.000000	0.236236	0.236237
3.3372	0.000000	0.000000	0.237227	0.237228
3.3407	0.000000	0.000000	0.238528	0.238528
3.3442	0.000000	0.000000	0.240121	0.240121
3.3477	0.000000	0.000000	0.241984	0.241984
3.3512	0.000000	0.000000	0.244089	0.244089
3.3547	0.000000	0.000000	0.246403	0.246403
3.3582	0.000000	0.000000	0.248887	0.248888
3.3617	0.000000	0.000000	0.251501	0.251501
3.3652	0.000000	0.000000	0.254201	0.254201
3.3687	0.000000	0.000000	0.256942	0.256942
3.3722	0.000000	0.000000	0.259678	0.259678
3.3757	0.000000	0.000000	0.262366	0.262366
3.3792	0.000000	0.000000	0.264962	0.264962
3.3827	0.000000	0.000000	0.267427	0.267427
3.3862	0.000000	0.000000	0.269723	0.269723
3.3897	0.000000	0.000000	0.271820	0.271820
3.3932	0.000000	0.000000	0.273690	0.273690
3.3967	0.000000	0.000000	0.275313	0.275313
3.4002	0.000000	0.000000	0.276673	0.276673
3.4037	0.000000	0.000000	0.277761	0.277761
3.4072	0.000000	0.000000	0.278576	0.278576
3.4107	0.000000	0.000000	0.279121	0.279121
3.4142	0.000000	0.000000	0.279407	0.279407
3.4177	0.000000	0.000000	0.279451	0.279451
3.4212	0.000000	0.000000	0.279275	0.279275
3.4247	0.000000	0.000000	0.278904	0.278904
3.4282	0.000000	0.000000	0.278371	0.278371
3.4317	0.000000	0.000000	0.277708	0.277708
3.4352	0.000000	0.000000	0.276953	0.276953
3.4387	0.000000	0.000000	0.276144	0.276144
3.4422	0.000000	0.000000	0.275319	0.275319
3.4457	0.000000	0.000000	0.274517	0.274517
3.4492	0.000000	0.000000	0.273776	0.273776
3.4527	0.000000	0.000000	0.273130	0.273130
3.4562	0.000000	0.000000	0.272612	0.272612
3.4597	0.000000	0.000000	0.272251	0.272251
3.4632	0.000000	0.000000	0.272072	0.272072
3.4667	0.000000	0.000000	0.272094	0.272094
3.4702	0.000000	0.000000	0.272333	0.272333
3.4737	0.000000	0.000000	0.272797	0.272797
3.4772	0.000000	0.000000	0.273492	0.273492
3.4807	0.000000	0.000000	0.274414	0.274414
3.4842	0.000000	0.000000	0.275558	0.275558
3.4877	0.000000	0.000000	0.276912	0.276912
3.4912	0.000000	0.000000	0.278458	0.278458
3.4947	0.000000	0.000000	0.280177	0.280177
3.4982	0.000000	0.000000	0.282042	0.282042
3.5018	0.000000	0.000000	0.284028	0.284028
3.5053	0.000000	0.000000	0.286105	0.286105
3.5088	0.000000	0.000000	0.288240	0.288240
3.5123	0.000000	0.000000	0.290403	0.290403
3.5158	0.000000	0.000000	0.292562	0.292562
3.5193	0.000000	0.000000	0.294687	0.294687
3.5228	0.000000	0.000000	0.296747	0.296747
3.5263	0.000000	0.000000	0.298718	0.298718
3.5298	0.000000	0.000000	0.300574	0.300574
3.5333	0.000000	0.000000	0.302296	0.302296
3.5368	0.000000	0.000000	0.303869	0.303869
3.5403	0.000000	0.000000	0.305278	0.305278
3.5438	0.000000	0.000000	0.306518	0.306518
3.5473	0.000000	0.000000	0.307586	0.307586
3.5508	0.000000	0.000000	0.308481	0.308481
3.5543	0.000000	0.000000	0.309211	0.309211
3.5578	0.000000	0.000000	0.309785	0.309785
3.5613	0.000000	0.000000	0.310217	0.310217
3.5648	0.000000	0.000000	0.310522	0.310522
3.5683	0.000000	0.000000	0.310721	0.310721
3.5718	0.000000	0.000000	0.310835	0.310835
3.5753	0.000000	0.000000	0.310887	0.310887
3.5788	0.000000	0.000000	0.310901	0.310901
3.5823	0.000000	0.000000	0.310900	0.310900
3.5858	0.000000	0.000000	0.310910	0.310910
3.5893	0.000000	0.000000	0.310951	0.310951
3.5928	0.000000	0.000000	0.311046	0.311046
3.5963	0.000000	0.000000	0.311214	0.311214
3.5998	0.000000	0.000000	0.311471	0.311471
3.6033	0.000000	0.000000	0.311831	0.311831
3.6068	0.000000	0.000000	0.312306	0.312306
3.6103	0.000000	0.000000	0.312901	0.312901
3.6138	0.000000	0.000000	0.313623	0.313623
3.6173	0.000000	0.000000	0.314471	0.314471
3.6208	0.000000	0.000000	0.315444	0.315444
3.6243	0.000000	0.000000	0.316536	0.316536
3.6278	0.000000	0.000000	0.317739	0.317739
3.6313	0.000000	0.000000	0.319043	0.319043
3.6348	0.000000	0.000000	0.320435	0.320435
3.6383	0.000000	0.000000	0.321901	0.321901
3.6418	0.000000	0.000000	0.323425	0.323425
3.6453	0.000000	0.000000	0.324992	0.324992
3.6488	0.000000	0.000000	0.326585	0.326585
3.6523	0.000000	0.000000	0.328186	0.328186
3.6558	0.000000	0.000000	0.329781	0.329781
3.6593	0.000000	0.000000	0.331355	0.331355
3.6628	0.000000	0.000000	0.332894	0.332894
3.6663	0.000000	0.000000	0.334386	0.334386
3.6698	0.000000	0.000000	0.335822	0.335822
3.6733	0.000000	0.000000	0.337193	0.337193
3.6768	0.000000	0.000000	0.338495	0.338495
3.6803	0.000000	0.000000	0.339723	0.339723
3.6838	0.000000	0.000000	0.340877	0.340877
3.6873	0.000000	0.000000	0.341958	0.341958
3.6908	0.000000	0.000000	0.342970	0.342970
3.6943	0.000000	0.000000	0.343917	0.343917
3.6978	0.000000	0.000000	0.344806	0.344806
3.7014	0.000000	0.000000	0.345645	0.345645
3.7049	0.000000	0.000000	0.346443	0.346443
3.7084	0.000000	0.000000	0.347211	0.347211
3.7119	0.000000	0.000000	0.347958	0.347958
3.7154	0.000000	0.000000	0.348694	0.348694
3.7189	0.000000	0.000000	0.349430	0.349430
3.7224	0.000000	0.000000	0.350175	0.350175
3.7259	0.000000	0.000000	0.350938	0.350938
3.7294	0.000000	0.000000	0.351726	0.351726
3.7329	0.000000	0.000000	0.352546	0.352546
3.7364	0.000000	0.000000	0.353403	0.353403
3.7399	0.000000	0.000000	0.354302	0.354302
3.7434	0.000000	0.000000	0.355244	0.355244
3.7469	0.000000	0.000000	0.356231	0.356231
3.7504	0.000000	0.000000	0.357262	0.357262
3.7539	0.000000	0.000000	0.358336	0.358336
3.7574	0.000000	0.000000	0.359452	0.359452
3.7609	0.000000	0.000000	0.360604	0.360604
3.7644	0.000000	0.000000	0.361790	0.361790
3.7679	0.000000	0.000000	0.363005	0.363005
3.7714	0.000000	0.000000	0.364243	0.364243
3.7749	0.000000	0.000000	0.365500	0.365500
3.7784	0.000000	0.000000	0.366770	0.366770
3.7819	0.000000	0.000000	0.368048	0.368048
3.7854	0.000000	0.000000	0.369330	0.369330
3.7889	0.000000	0.000000	0.370611	0.370611
3.7924	0.000000	0.000000	0.371887	0.371887
3.7959	0.000000	0.000000	0.373156	0.373156
3.7994	0.000000	0.000000	0.374415	0.374415
3.8029	0.000000	0.000000	0.375662	0.375662
3.8064	0.000000	0.000000	0.376896	0.376896
3.8099	0.000000	0.000000	0.378117	0.378117
3.8134	0.000000	0.000000	0.379324	0.379324
3.8169	0.000000	0.000000	0.380520	0.380520
3.8204	0.000000	0.000000	0.381704	0.381704
3.8239	0.000000	0.000000	0.382878	0.382878
3.8274	0.000000	0.000000	0.384046	0.384046
3.8309	0.000000	0.000000	0.385208	0.385208
3.8344	0.000000	0.000000	0.386368	0.386368
3.8379	0.000000	0.000000	0.387527	0.387527
3.8414	0.000000	0.000000	0.388689	0.388689
3.8449	0.000000	0.000000	0.389855	0.389855
3.8484	0.000000	0.000000	0.391028	0.391028
3.8519	0.000000	0.000000	0.392210	0.392210
3.8554	0.000000	0.000000	0.393402	0.393402
3.8589	0.000000	0.000000	0.394606	0.394606
3.8624	0.000000	0.000000	0.395823	0.395823
3.8659	0.000000	0.000000	0.397055	0.397055
3.8694	0.000000	0.000000	0.398300	0.398300
3.8729	0.000000	0.000000	0.399560	0.399560
3.8764	0.000000	0.000000	0.400835	0.400835
3.8799	0.000000	0.000000	0.402124	0.402124
3.8834	0.000000	0.000000	0.403426	0.403426
3.8869	0.000000	0.000000	0.404741	0.404741
