# Freq(THz)	Branch_1	Branch_2	Branch_3	Total
3.8904	0.000000	0.000000	0.406069	0.406069
3.8939	0.000000	0.000000	0.407407	0.407407
3.8974	0.000000	0.000000	0.408755	0.408755
3.9010	0.000000	0.000000	0.410111	0.410111
3.9045	0.000000	0.000000	0.411474	0.411474
3.9080	0.000000	0.000000	0.412842	0.412842
3.9115	0.000000	0.000000	0.414215	0.414215
3.9150	0.000000	0.000000	0.415590	0.415590
3.9185	0.000000	0.000000	0.416965	0.416965
3.9220	0.000000	0.000000	0.418340	0.418340
3.9255	0.000000	0.000000	0.419712	0.419712
3.9290	0.000000	0.000000	0.421079	0.421079
3.9325	0.000000	0.000000	0.422441	0.422441
3.9360	0.000000	0.000000	0.423796	0.423796
3.9395	0.000000	0.000000	0.425141	0.425141
3.9430	0.000000	0.000000	0.426478	0.426478
3.9465	0.000000	0.000000	0.427804	0.427804
3.9500	0.000000	0.000000	0.429119	0.429119
3.9535	0.000000	0.000000	0.430423	0.430423
3.9570	0.000000	0.000000	0.431716	0.431716
3.9605	0.000000	0.000000	0.433000	0.433000
3.9640	0.000000	0.000000	0.434275	0.434275
3.9675	0.000000	0.000000	0.435545	0.435545
3.9710	0.000000	0.000000	0.436811	0.436811
3.9745	0.000000	0.000000	0.438076	0.438076
3.9780	0.000000	0.000000	0.439345	0.439345
3.9815	0.000000	0.000000	0.440621	0.440621
3.9850	0.000000	0.000000	0.441908	0.441908
3.9885	0.000000	0.000000	0.443213	0.443213
3.9920	0.000000	0.000000	0.444539	0.444539
3.9955	0.000000	0.000000	0.445891	0.445891
3.9990	0.000000	0.000000	0.447274	0.447274
4.0025	0.000000	0.000000	0.448693	0.448693
4.0060	0.000000	0.000000	0.450150	0.450150
4.0095	0.000000	0.000000	0.451649	0.451649
4.0130	0.000000	0.000000	0.453192	0.453192
4.0165	0.000000	0.000000	0.454779	0.454779
4.0200	0.000000	0.000000	0.456411	0.456411
4.0235	0.000000	0.000000	0.458086	0.458086
4.0270	0.000000	0.000000	0.459802	0.459802
4.0305	0.000000	0.000000	0.461553	0.461553
4.0340	0.000000	0.000000	0.463336	0.463336
4.0375	0.000000	0.000000	0.465143	0.465143
4.0410	0.000000	0.000000	0.466966	0.466966
4.0445	0.000000	0.000000	0.468798	0.468798
4.0480	0.000000	0.000000	0.470630	0.470630
4.0515	0.000000	0.000000	0.472452	0.472452
4.0550	0.000000	0.000000	0.474254	0.474254
4.0585	0.000000	0.000000	0.476029	0.476029
4.0620	0.000000	0.000000	0.477767	0.477767
4.0655	0.000000	0.000000	0.479462	0.479462
4.0690	0.000000	0.000000	0.481106	0.481106
4.0725	0.000000	0.000000	0.482695	0.482695
4.0760	0.000000	0.000000	0.484227	0.484227
4.0795	0.000000	0.000000	0.485701	0.485701
4.0830	0.000000	0.000000	0.487117	0.487117
4.0865	0.000000	0.000000	0.488479	0.488479
4.0900	0.000000	0.000000	0.489793	0.489793
4.0935	0.000000	0.000000	0.491065	0.491065
4.0970	0.000000	0.000000	0.492307	0.492307
4.1006	0.000000	0.000000	0.493528	0.493528
4.1041	0.000000	0.000000	0.494742	0.494742
4.1076	0.000000	0.000000	0.495961	0.495961
4.1111	0.000000	0.000000	0.497200	0.497200
4.1146	0.000000	0.000000	0.498472	0.498472
4.1181	0.000000	0.000000	0.499793	0.499793
4.1216	0.000000	0.000000	0.501174	0.501174
4.1251	0.000000	0.000000	0.502627	0.502627
4.1286	0.000000	0.000000	0.504162	0.504162
4.1321	0.000000	0.000000	0.505788	0.505788
4.1356	0.000000	0.000000	0.507508	0.507508
4.1391	0.000000	0.000000	0.509326	0.509326
4.1426	0.000000	0.000000	0.511242	0.511242
4.1461	0.000000	0.000000	0.513252	0.513252
4.1496	0.000000	0.000000	0.515350	0.515350
4.1531	0.000000	0.000000	0.517528	0.517528
4.1566	0.000000	0.000000	0.519773	0.519773
4.1601	0.000000	0.000000	0.522072	0.522072
4.1636	0.000000	0.000000	0.524411	0.524411
4.1671	0.000000	0.000000	0.526772	0.526772
4.1706	0.000000	0.000000	0.529137	0.529137
4.1741	0.000000	0.000000	0.531489	0.531489
4.1776	0.000000	0.000000	0.533812	0.533812
4.1811	0.000000	0.000000	0.536088	0.536088
4.1846	0.000000	0.000000	0.538303	0.538303
4.1881	0.000000	0.000000	0.540444	0.540444
4.1916	0.000000	0.000000	0.542502	0.542502
4.1951	0.000000	0.000000	0.544468	0.544468
4.1986	0.000000	0.000000	0.546341	0.546341
4.2021	0.000000	0.000000	0.548117	0.548117
4.2056	0.000000	0.000000	0.549801	0.549801
4.2091	0.000000	0.000000	0.551399	0.551399
4.2126	0.000000	0.000000	0.552920	0.552920
4.2161	0.000000	0.000000	0.554376	0.554376
4.2196	0.000000	0.000000	0.555781	0.555781
4.2231	0.000000	0.000000	0.557153	0.557153
4.2266	0.000000	0.000000	0.558509	0.558509
4.2301	0.000000	0.000000	0.559869	0.559869
4.2336	0.000000	0.000000	0.561251	0.561251
4.2371	0.000000	0.000000	0.562674	0.562674
4.2406	0.000000	0.000000	0.564157	0.564157
4.2441	0.000000	0.000000	0.565716	0.565716
4.2476	0.000000	0.000000	0.567364	0.567364
4.2511	0.000000	0.000000	0.569113	0.569113
4.2546	0.000000	0.000000	0.570971	0.570971
4.2581	0.000000	0.000000	0.572945	0.572945
4.2616	0.000000	0.000000	0.575036	0.575036
4.2651	0.000000	0.000000	0.577242	0.577242
4.2686	0.000000	0.000000	0.579560	0.579560
4.2721	0.000000	0.000000	0.581980	0.581980
4.2756	0.000000	0.000000	0.584493	0.584493
4.2791	0.000000	0.000000	0.587085	0.587085
4.2826	0.000000	0.000000	0.589740	0.589740
4.2861	0.000000	0.000000	0.592442	0.592442
4.2896	0.000000	0.000000	0.595174	0.595174
4.2931	0.000000	0.000000	0.597916	0.597916
4.2966	0.000000	0.000000	0.600650	0.600650
4.3002	0.000000	0.000000	0.603361	0.603361
4.3037	0.000000	0.000000	0.606030	0.606030
4.3072	0.000000	0.000000	0.608644	0.608644
4.3107	0.000000	0.000000	0.611192	0.611192
4.3142	0.000000	0.000000	0.613663	0.613663
4.3177	0.000000	0.000000	0.616050	0.616050
4.3212	0.000000	0.000000	0.618351	0.618351
4.3247	0.000000	0.000000	0.620565	0.620565
4.3282	0.000000	0.000000	0.622693	0.622693
4.3317	0.000000	0.000000	0.624742	0.624742
4.3352	0.000000	0.000000	0.626720	0.626720
4.3387	0.000000	0.000000	0.628637	0.628637
4.3422	0.000000	0.000000	0.630505	0.630505
4.3457	0.000000	0.000000	0.632339	0.632339
4.3492	0.000000	0.000000	0.634155	0.634155
4.3527	0.000000	0.000000	0.635969	0.635969
4.3562	0.000000	0.000000	0.637796	0.637796
4.3597	0.000000	0.000000	0.639652	0.639652
4.3632	0.000000	0.000000	0.641553	0.641553
4.3667	0.000000	0.000000	0.643511	0.643511
4.3702	0.000000	0.000000	0.645538	0.645538
4.3737	0.000000	0.000000	0.647644	0.647644
4.3772	0.000000	0.000000	0.649834	0.649834
4.3807	0.000000	0.000000	0.652113	0.652113
4.3842	0.000000	0.000000	0.654480	0.654480
4.3877	0.000000	0.000000	0.656934	0.656934
4.3912	0.000000	0.000000	0.659469	0.659469
4.3947	0.000000	0.000000	0.662076	0.662076
4.3982	0.000000	0.000000	0.664742	0.664742
4.4017	0.000000	0.000000	0.667453	0.667453
4.4052	0.000000	0.000000	0.670193	0.670193
4.4087	0.000000	0.000000	0.672942	0.672942
4.4122	0.000000	0.000000	0.675679	0.675679
4.4157	0.000000	0.000000	0.678384	0.678384
4.4192	0.000000	0.000000	0.681034	0.681034
4.4227	0.000000	0.000000	0.683606	0.683606
4.4262	0.000000	0.000000	0.686080	0.686080
4.4297	0.000000	0.000000	0.688433	0.688433
4.4332	0.000000	0.000000	0.690647	0.690647
4.4367	0.000000	0.000000	0.692703	0.692703
4.4402	0.000000	0.000000	0.694587	0.694587
4.4437	0.000000	0.000000	0.696285	0.696285
4.4472	0.000000	0.000000	0.697787	0.697787
4.4507	0.000000	0.000000	0.699086	0.699086
4.4542	0.000000	0.000000	0.700176	0.700176
4.4577	0.000000	0.000000	0.701057	0.701057
4.4612	0.000000	0.000000	0.701728	0.701728
4.4647	0.000000	0.000000	0.702193	0.702193
4.4682	0.000000	0.000000	0.702458	0.702458
4.4717	0.000000	0.000000	0.702529	0.702529
4.4752	0.000000	0.000000	0.702417	0.702417
4.4787	0.000000	0.000000	0.702130	0.702130
4.4822	0.000000	0.000000	0.701680	0.701680
4.4857	0.000000	0.000000	0.701078	0.701078
4.4892	0.000000	0.000000	0.700334	0.700334
4.4927	0.000000	0.000000	0.699458	0.699458
4.4962	0.000000	0.000000	0.698460	0.698460
4.4997	0.000000	0.000000	0.697348	0.697348
4.5033	0.000000	0.000000	0.696128	0.696128
4.5068	0.000000	0.000000	0.694807	0.694807
4.5103	0.000000	0.000000	0.693388	0.693388
4.5138	0.000000	0.000000	0.691873	0.691873
4.5173	0.000000	0.000000	0.690262	0.690262
4.5208	0.000000	0.000000	0.688555	0.688555
4.5243	0.000000	0.000000	0.686749	0.686749
4.5278	0.000000	0.000000	0.684843	0.684843
4.5313	0.000000	0.000000	0.682831	0.682831
4.5348	0.000000	0.000000	0.680711	0.680711
4.5383	0.000000	0.000000	0.678477	0.678477
4.5418	0.000000	0.000000	0.676126	0.676126
4.5453	0.000000	0.000000	0.673654	0.673654
4.5488	0.000000	0.000000	0.671059	0.671059
4.5523	0.000000	0.000000	0.668339	0.668339
4.5558	0.000000	0.000000	0.665493	0.665493
4.5593	0.000000	0.000000	0.662521	0.662521
4.5628	0.000000	0.000000	0.659426	0.659426
4.5663	0.000000	0.000000	0.656209	0.656209
4.5698	0.000000	0.000000	0.652876	0.652876
4.5733	0.000000	0.000000	0.649430	0.649430
4.5768	0.000000	0.000000	0.645879	0.645879
4.5803	0.000000	0.000000	0.642227	0.642227
4.5838	0.000000	0.000000	0.638483	0.638483
4.5873	0.000000	0.000000	0.634653	0.634653
4.5908	0.000000	0.000000	0.630743	0.630743
4.5943	0.000000	0.000000	0.626759	0.626759
4.5978	0.000000	0.000000	0.622708	0.622708
4.6013	0.000000	0.000000	0.618593	0.618593
4.6048	0.000000	0.000000	0.614417	0.614417
4.6083	0.000000	0.000000	0.610182	0.610182
4.6118	0.000000	0.000000	0.605890	0.605890
4.6153	0.000000	0.000000	0.601537	0.601537
4.6188	0.000000	0.000000	0.597123	0.597123
4.6223	0.000000	0.000000	0.592643	0.592643
4.6258	0.000000	0.000000	0.588092	0.588092
4.6293	0.000000	0.000000	0.583463	0.583463
4.6328	0.000000	0.000000	0.578750	0.578750
4.6363	0.000000	0.000000	0.573945	0.573945
4.6398	0.000000	0.000000	0.569039	0.569039
4.6433	0.000000	0.000000	0.564024	0.564024
4.6468	0.000000	0.000000	0.558893	0.558893
4.6503	0.000000	0.000000	0.553638	0.553638
4.6538	0.000000	0.000000	0.548253	0.548253
4.6573	0.000000	0.000000	0.542731	0.542731
4.6608	0.000000	0.000000	0.537070	0.537070
4.6643	0.000000	0.000000	0.531267	0.531267
4.6678	0.000000	0.000000	0.525320	0.525320
4.6713	0.000000	0.000000	0.519232	0.519232
4.6748	0.000000	0.000000	0.513006	0.513006
4.6783	0.000000	0.000000	0.506645	0.506645
4.6818	0.000000	0.000000	0.500158	0.500158
4.6853	0.000000	0.000000	0.493554	0.493554
4.6888	0.000000	0.000000	0.486842	0.486842
4.6923	0.000000	0.000000	0.480036	0.480036
4.6958	0.000000	0.000000	0.473148	0.473148
4.6993	0.000000	0.000000	0.466195	0.466195
4.7029	0.000000	0.000000	0.459191	0.459191
4.7064	0.000000	0.000000	0.452153	0.452153
4.7099	0.000000	0.000000	0.445098	0.445098
4.7134	0.000000	0.000000	0.438044	0.438044
4.7169	0.000000	0.000000	0.431007	0.431007
4.7204	0.000000	0.000000	0.424004	0.424004
4.7239	0.000000	0.000000	0.417050	0.417050
4.7274	0.000000	0.000000	0.410162	0.410162
4.7309	0.000000	0.000000	0.403353	0.403353
4.7344	0.000000	0.000000	0.396635	0.396635
4.7379	0.000000	0.000000	0.390021	0.390021
4.7414	0.000000	0.000000	0.383519	0.383519
4.7449	0.000000	0.000000	0.377137	0.377137
4.7484	0.000000	0.000000	0.370882	0.370882
4.7519	0.000000	0.000000	0.364758	0.364758
4.7554	0.000000	0.000000	0.358768	0.358768
4.7589	0.000000	0.000000	0.352912	0.352912
4.7624	0.000000	0.000000	0.347189	0.347189
4.7659	0.000000	0.000000	0.341598	0.341598
4.7694	0.000000	0.000000	0.336135	0.336135
4.7729	0.000000	0.000000	0.330794	0.330794
4.7764	0.000000	0.000000	0.325569	0.325569
4.7799	0.000000	0.000000	0.320454	0.320454
4.7834	0.000000	0.000000	0.315440	0.315440
4.7869	0.000000	0.000000	0.310521	0.310521
4.7904	0.000000	0.000000	0.305688	0.305688
4.7939	0.000000	0.000000	0.300932	0.300932
4.7974	0.000000	0.000000	0.296246	0.296246
4.8009	0.000000	0.000000	0.291623	0.291623
4.8044	0.000000	0.000000	0.287056	0.287056
4.8079	0.000000	0.000000	0.282539	0.282539
4.8114	0.000000	0.000000	0.278067	0.278067
4.8149	0.000000	0.000000	0.273637	0.273637
4.8184	0.000000	0.000000	0.269246	0.269246
4.8219	0.000000	0.000000	0.264892	0.264892
4.8254	0.000000	0.000000	0.260575	0.260575
4.8289	0.000000	0.000000	0.256296	0.256296
4.8324	0.000000	0.000000	0.252057	0.252057
4.8359	0.000000	0.000000	0.247861	0.247861
4.8394	0.000000	0.000000	0.243712	0.243712
4.8429	0.000000	0.000000	0.239615	0.239615
4.8464	0.000000	0.000000	0.235574	0.235574
4.8499	0.000000	0.000000	0.231596	0.231596
4.8534	0.000000	0.000000	0.227688	0.227688
4.8569	0.000000	0.000000	0.223854	0.223854
4.8604	0.000000	0.000000	0.220101	0.220101
4.8639	0.000000	0.000000	0.216436	0.216436
4.8674	0.000000	0.000000	0.212864	0.212864
4.8709	0.000000	0.000000	0.209390	0.209390
4.8744	0.000000	0.000000	0.206018	0.206018
4.8779	0.000000	0.000000	0.202753	0.202753
4.8814	0.000000	0.000000	0.199598	0.199598
4.8849	0.000000	0.000000	0.196554	0.196554
4.8884	0.000000	0.000000	0.193623	0.193623
4.8919	0.000000	0.000000	0.190806	0.190806
4.8954	0.000000	0.000000	0.188103	0.188103
4.8989	0.000000	0.000000	0.185511	0.185511
4.9025	0.000000	0.000000	0.183030	0.183030
4.9060	0.000000	0.000000	0.180656	0.180656
4.9095	0.000000	0.000000	0.178387	0.178387
4.9130	0.000000	0.000000	0.176218	0.176218
4.9165	0.000000	0.000000	0.174145	0.174145
4.9200	0.000000	0.000000	0.172164	0.172164
4.9235	0.000000	0.000000	0.170269	0.170269
4.9270	0.000000	0.000000	0.168455	0.168455
4.9305	0.000000	0.000000	0.166718	0.166718
4.9340	0.000000	0.000000	0.165051	0.165051
4.9375	0.000000	0.000000	0.163450	0.163450
4.9410	0.000000	0.000000	0.161909	0.161909
4.9445	0.000000	0.000000	0.160423	0.160423
4.9480	0.000000	0.000000	0.158987	0.158987
4.9515	0.000000	0.000000	0.157598	0.157598
4.9550	0.000000	0.000000	0.156250	0.156250
4.9585	0.000000	0.000000	0.154939	0.154939
4.9620	0.000000	0.000000	0.153663	0.153663
4.9655	0.000000	0.000000	0.152416	0.152416
4.9690	0.000000	0.000000	0.151197	0.151197
4.9725	0.000000	0.000000	0.150003	0.150003
4.9760	0.000000	0.000000	0.148830	0.148830
4.9795	0.000000	0.000000	0.147676	0.147676
4.9830	0.000000	0.000000	0.146540	0.146540
4.9865	0.000000	0.000000	0.145420	0.145420
4.9900	0.000000	0.000000	0.144314	0.144314
4.9935	0.000000	0.000000	0.143221	0.143221
4.9970	0.000000	0.000000	0.142139	0.142139
5.0005	0.000000	0.000000	0.141068	0.141068
5.0040	0.000000	0.000000	0.140006	0.140006
5.0075	0.000000	0.000000	0.138954	0.138954
5.0110	0.000000	0.000000	0.137909	0.137909
5.0145	0.000000	0.000000	0.136872	0.136872
5.0180	0.000000	0.000000	0.135842	0.135842
5.0215	0.000000	0.000000	0.134819	0.134819
5.0250	0.000000	0.000000	0.133802	0.133802
5.0285	0.000000	0.000000	0.132791	0.132791
5.0320	0.000000	0.000000	0.131786	0.131786
5.0355	0.000000	0.000000	0.130787	0.130787
5.0390	0.000000	0.000000	0.129793	0.129793
5.0425	0.000000	0.000000	0.128804	0.128804
5.0460	0.000000	0.000000	0.127820	0.127820
5.0495	0.000000	0.000000	0.126840	0.126840
5.0530	0.000000	0.000000	0.125866	0.125866
5.0565	0.000000	0.000000	0.124896	0.124896
5.0600	0.000000	0.000000	0.123931	0.123931
5.0635	0.000000	0.000000	0.122970	0.122970
5.0670	0.000000	0.000000	0.122013	0.122013
5.0705	0.000000	0.000000	0.121060	0.121060
5.0740	0.000000	0.000000	0.120112	0.120112
5.0775	0.000000	0.000000	0.119168	0.119168
5.0810	0.000000	0.000000	0.118227	0.118227
5.0845	0.000000	0.000000	0.117291	0.117291
5.0880	0.000000	0.000000	0.116358	0.116358
5.0915	0.000000	0.000000	0.115429	0.115429
5.0950	0.000000	0.000000	0.114504	0.114504
5.0985	0.000000	0.000000	0.113582	0.113582
5.1021	0.000000	0.000000	0.112664	0.112664
5.1056	0.000000	0.000000	0.111750	0.111750
5.1091	0.000000	0.000000	0.110839	0.110839
5.1126	0.000000	0.000000	0.109931	0.109931
5.1161	0.000000	0.000000	0.109026	0.109026
5.1196	0.000000	0.000000	0.108125	0.108125
5.1231	0.000000	0.000000	0.107227	0.107227
5.1266	0.000000	0.000000	0.106332	0.106332
5.1301	0.000000	0.000000	0.105441	0.105441
5.1336	0.000000	0.000000	0.104552	0.104552
5.1371	0.000000	0.000000	0.103666	0.103666
5.1406	0.000000	0.000000	0.102784	0.102784
5.1441	0.000000	0.000000	0.101904	0.101904
5.1476	0.000000	0.000000	0.101027	0.101027
5.1511	0.000000	0.000000	0.100153	0.100153
5.1546	0.000000	0.000000	0.099281	0.099281
5.1581	0.000000	0.000000	0.098412	0.098412
5.1616	0.000000	0.000000	0.097546	0.097546
5.1651	0.000000	0.000000	0.096683	0.096683
5.1686	0.000000	0.000000	0.095822	0.095822
5.1721	0.000000	0.000000	0.094964	0.094964
5.1756	0.000000	0.000000	0.094108	0.094108
5.1791	0.000000	0.000000	0.093255	0.093255
5.1826	0.000000	0.000000	0.092404	0.092404
5.1861	0.000000	0.000000	0.091556	0.091556
5.1896	0.000000	0.000000	0.090710	0.090710
5.1931	0.000000	0.000000	0.089866	0.089866
5.1966	0.000000	0.000000	0.089025	0.089025
5.2001	0.000000	0.000000	0.088186	0.088186
5.2036	0.000000	0.000000	0.087349	0.087349
5.2071	0.000000	0.000000	0.086514	0.086514
5.2106	0.000000	0.000000	0.085681	0.085681
5.2141	0.000000	0.000000	0.084851	0.084851
5.2176	0.000000	0.000000	0.084023	0.084023
5.2211	0.000000	0.000000	0.083196	0.083196
5.2246	0.000000	0.000000	0.082372	0.082372
5.2281	0.000000	0.000000	0.081550	0.081550
5.2316	0.000000	0.000000	0.080730	0.080730
5.2351	0.000000	0.000000	0.079912	0.079912
5.2386	0.000000	0.000000	0.079095	0.079095
5.2421	0.000000	0.000000	0.078281	0.078281
5.2456	0.000000	0.000000	0.077468	0.077468
5.2491	0.000000	0.000000	0.076658	0.076658
5.2526	0.000000	0.000000	0.075849	0.075849
5.2561	0.000000	0.000000	0.075042	0.075042
5.2596	0.000000	0.000000	0.074237	0.074237
5.2631	0.000000	0.000000	0.073434	0.073434
5.2666	0.000000	0.000000	0.072632	0.072632
5.2701	0.000000	0.000000	0.071832	0.071832
5.2736	0.000000	0.000000	0.071034	0.071034
5.2771	0.000000	0.000000	0.070238	0.070238
5.2806	0.000000	0.000000	0.069443	0.069443
5.2841	0.000000	0.000000	0.068650	0.068650
5.2876	0.000000	0.000000	0.067859	0.067859
5.2911	0.000000	0.000000	0.067069	0.067069
5.2946	0.000000	0.000000	0.066281	0.066281
5.2981	0.000000	0.000000	0.065494	0.065494
5.3017	0.000000	0.000000	0.064710	0.064710
5.3052	0.000000	0.000000	0.063926	0.063926
5.3087	0.000000	0.000000	0.063145	0.063145
5.3122	0.000000	0.000000	0.062365	0.062365
5.3157	0.000000	0.000000	0.061586	0.061586
5.3192	0.000000	0.000000	0.060809	0.060809
5.3227	0.000000	0.000000	0.060034	0.060034
5.3262	0.000000	0.000000	0.059260	0.059260
5.3297	0.000000	0.000000	0.058488	0.058488
5.3332	0.000000	0.000000	0.057718	0.057718
5.3367	0.000000	0.000000	0.056948	0.056948
5.3402	0.000000	0.000000	0.056181	0.056181
5.3437	0.000000	0.000000	0.055415	0.055415
5.3472	0.000000	0.000000	0.054650	0.054650
5.3507	0.000000	0.000000	0.053888	0.053888
5.3542	0.000000	0.000000	0.053126	0.053126
5.3577	0.000000	0.000000	0.052367	0.052367
5.3612	0.000000	0.000000	0.051608	0.051608
5.3647	0.000000	0.000000	0.050852	0.050852
5.3682	0.000000	0.000000	0.050097	0.050097
5.3717	0.000000	0.000000	0.049343	0.049343
5.3752	0.000000	0.000000	0.048591	0.048591
5.3787	0.000000	0.000000	0.047841	0.047841
5.3822	0.000000	0.000000	0.047093	0.047093
5.3857	0.000000	0.000000	0.046346	0.046346
5.3892	0.000000	0.000000	0.045600	0.045600
5.3927	0.000000	0.000000	0.044857	0.044857
5.3962	0.000000	0.000000	0.044115	0.044115
5.3997	0.000000	0.000000	0.043375	0.043375
5.4032	0.000000	0.000000	0.042637	0.042637
5.4067	0.000000	0.000000	0.041900	0.041900
5.4102	0.000000	0.000000	0.041165	0.041165
5.4137	0.000000	0.000000	0.040433	0.040433
5.4172	0.000000	0.000000	0.039702	0.039702
5.4207	0.000000	0.000000	0.038973	0.038973
5.4242	0.000000	0.000000	0.038245	0.038245
5.4277	0.000000	0.000000	0.037520	0.037520
5.4312	0.000000	0.000000	0.036797	0.036797
5.4347	0.000000	0.000000	0.036077	0.036077
5.4382	0.000000	0.000000	0.035358	0.035358
5.4417	0.000000	0.000000	0.034642	0.034642
5.4452	0.000000	0.000000	0.033927	0.033927
5.4487	0.000000	0.000000	0.033216	0.033216
5.4522	0.000000	0.000000	0.032506	0.032506
5.4557	0.000000	0.000000	0.031799	0.031799
5.4592	0.000000	0.000000	0.031095	0.031095
5.4627	0.000000	0.000000	0.030394	0.030394
5.4662	0.000000	0.000000	0.029695	0.029695
5.4697	0.000000	0.000000	0.028999	0.028999
5.4732	0.000000	0.000000	0.028306	0.028306
5.4767	0.000000	0.000000	0.027616	0.027616
5.4802	0.000000	0.000000	0.026929	0.026929
5.4837	0.000000	0.000000	0.026246	0.026246
5.4872	0.000000	0.000000	0.025566	0.025566
5.4907	0.000000	0.000000	0.024889	0.024889
5.4942	0.000000	0.000000	0.024217	0.024217
5.4977	0.000000	0.000000	0.023548	0.023548
5.5013	0.000000	0.000000	0.022883	0.022883
5.5048	0.000000	0.000000	0.022223	0.022223
5.5083	0.000000	0.000000	0.021567	0.021567
5.5118	0.000000	0.000000	0.020915	0.020915
5.5153	0.000000	0.000000	0.020269	0.020269
5.5188	0.000000	0.000000	0.019627	0.019627
5.5223	0.000000	0.000000	0.018991	0.018991
5.5258	0.000000	0.000000	0.018360	0.018360
5.5293	0.000000	0.000000	0.017736	0.017736
5.5328	0.000000	0.000000	0.017117	0.017117
5.5363	0.000000	0.000000	0.016504	0.016504
5.5398	0.000000	0.000000	0.015899	0.015899
5.5433	0.000000	0.000000	0.015300	0.015300
5.5468	0.000000	0.000000	0.014709	0.014709
5.5503	0.000000	0.000000	0.014125	0.014125
5.5538	0.000000	0.000000	0.013549	0.013549
5.5573	0.000000	0.000000	0.012982	0.012982
5.5608	0.000000	0.000000	0.012424	0.012424
5.5643	0.000000	0.000000	0.011874	0.011874
5.5678	0.000000	0.000000	0.011335	0.011335
5.5713	0.000000	0.000000	0.010805	0.010805
5.5748	0.000000	0.000000	0.010286	0.010286
5.5783	0.000000	0.000000	0.009777	0.009777
5.5818	0.000000	0.000000	0.009280	0.009280
5.5853	0.000000	0.000000	0.008795	0.008795
5.5888	0.000000	0.000000	0.008321	0.008321
5.5923	0.000000	0.000000	0.007860	0.007860
5.5958	0.000000	0.000000	0.007412	0.007412
5.5993	0.000000	0.000000	0.006977	0.006977
5.6028	0.000000	0.000000	0.006555	0.006555
5.6063	0.000000	0.000000	0.006148	0.006148
5.6098	0.000000	0.000000	0.005754	0.005754
5.6133	0.000000	0.000000	0.005375	0.005375
5.6168	0.000000	0.000000	0.005011	0.005011
5.6203	0.000000	0.000000	0.004661	0.004661
5.6238	0.000000	0.000000	0.004326	0.004326
5.6273	0.000000	0.000000	0.004007	0.004007
5.6308	0.000000	0.000000	0.003702	0.003702
5.6343	0.000000	0.000000	0.003412	0.003412
5.6378	0.000000	0.000000	0.003138	0.003138
5.6413	0.000000	0.000000	0.002878	0.002878
5.6448	0.000000	0.000000	0.002633	0.002633
5.6483	0.000000	0.000000	0.002403	0.002403
5.6518	0.000000	0.000000	0.002187	0.002187
5.6553	0.000000	0.000000	0.001985	0.001985
5.6588	0.000000	0.000000	0.001797	0.001797
5.6623	0.000000	0.000000	0.001622	0.001622
5.6658	0.000000	0.000000	0.001460	0.001460
5.6693	0.000000	0.000000	0.001310	0.001310
5.6728	0.000000	0.000000	0.001172	0.001172
5.6763	0.000000	0.000000	0.001045	0.001045
5.6798	0.000000	0.000000	0.000929	0.000929
5.6833	0.000000	0.000000	0.000824	0.000824
5.6868	0.000000	0.000000	0.000728	0.000728
5.6903	0.000000	0.000000	0.000641	0.000641
5.6938	0.000000	0.000000	0.000562	0.000562
5.6973	0.000000	0.000000	0.000492	0.000492
5.7009	0.000000	0.000000	0.000429	0.000429
5.7044	0.000000	0.000000	0.000373	0.000373
5.7079	0.000000	0.000000	0.000323	0.000323
5.7114	0.000000	0.000000	0.000278	0.000278
5.7149	0.000000	0.000000	0.000239	0.000239
5.7184	0.000000	0.000000	0.000205	0.000205
5.7219	0.000000	0.000000	0.000175	0.000175
5.7254	0.000000	0.000000	0.000149	0.000149
5.7289	0.000000	0.000000	0.000126	0.000126
5.7324	0.000000	0.000000	0.000106	0.000106
5.7359	0.000000	0.000000	0.000089	0.000089
5.7394	0.000000	0.000000	0.000075	0.000075
5.7429	0.000000	0.000000	0.000062	0.000062
5.7464	0.000000	0.000000	0.000052	0.000052
5.7499	0.000000	0.000000	0.000043	0.000043
5.7534	0.000000	0.000000	0.000035	0.000035
5.7569	0.000000	0.000000	0.000029	0.000029
5.7604	0.000000	0.000000	0.000024	0.000024
5.7639	0.000000	0.000000	0.000019	0.000019
5.7674	0.000000	0.000000	0.000016	0.000016
5.7709	0.000000	0.000000	0.000013	0.000013
5.7744	0.000000	0.000000	0.000010	0.000010
5.7779	0.000000	0.000000	0.000008	0.000008
5.7814	0.000000	0.000000	0.000007	0.000007
5.7849	0.000000	0.000000	0.000005	0.000005
5.7884	0.000000	0.000000	0.000004	0.000004
5.7919	0.000000	0.000000	0.000003	0.000003
5.7954	0.000000	0.000000	0.000003	0.000003
5.7989	0.000000	0.000000	0.000002	0.000002
5.8024	0.000000	0.000000	0.000002	0.000002
5.8059	0.000000	0.000000	0.000001	0.000001
5.8094	0.000000	0.000000	0.000001	0.000001
5.8129	0.000000	0.000000	0.000001	0.000001
5.8164	0.000000	0.000000	0.000001	0.000001
5.8199	0.000000	0.000000	0.000000	0.000000
5.8234	0.000000	0.000000	0.000000	0.000000
5.8269	0.000000	0.000000	0.000000	0.000000
5.8304	0.000000	0.000000	0.000000	0.000000
5.8339	0.000000	0.000000	0.000000	0.000000
5.8374	0.000000	0.000000	0.000000	0.000000
5.8409	0.000000	0.000000	0.000000	0.000000
